LAKE NAME,DATE,SECCHI,LAKE TEMP,TIME,Year,Month,Day
Mary Ronan,8/1/1996,2.04216,21.0,13:35,1996,8,1
Mary Ronan,8/1/1996,2.045208,13.0,11:00,1996,8,1
Flathead Conrad ,8/2/1996,3.297936,19.0,12:15,1996,8,2
Flathead Crescent Bay,8/2/1996,3.343656,20.0,15:00,1996,8,2
Hanson-Doyle,8/2/1996,1.85928,14.0,10:30,1996,8,2
Jette,8/4/1996,1.24968,16.0,10:30,1996,8,4
Flathead East Mack Alley,8/5/1996,3.32232,15.0,13:30,1996,8,5
Skyles,8/5/1996,1.15824,24.0,20:00,1996,8,5
McCaffery,8/6/1996,1.207008,14.0,9:40,1996,8,6
Rogers,8/6/1996,1.514856,18.0,12:15,1996,8,6
Flathead Rollins Bay 2,8/7/1996,2.98704,19.0,12:30,1996,8,7
Flathead Rollins Bay 1,8/7/1996,3.07848,19.0,12:30,1996,8,7
Glen,8/8/1996,1.76784,20.0,14:30,1996,8,8
Glen,8/8/1996,1.88976,18.0,14:00,1996,8,8
Swan,8/8/1996,2.414016,18.0,18:30,1996,8,8
Tepee,8/8/1996,0.94488,12.0,11:15,1996,8,8
Flathead Narrows Site 4,8/9/1996,3.529584,22.0,13:00,1996,8,9
Flathead Narrows Site 3,8/9/1996,3.624072,22.0,13:00,1996,8,9
Flathead Indian Bay,8/9/1996,3.01752,15.0,14:00,1996,8,9
Whitefish,8/9/1996,2.31648,21.0,13:30,1996,8,9
Whitefish,8/9/1996,2.27076,21.0,13:00,1996,8,9
Ashley,8/10/1996,2.87999424,9.5,10:00,1996,8,10
Ashley,8/10/1996,2.60128512,8.5,15:00,1996,8,10
Bowman,8/10/1996,4.2672,22.0,6:10,1996,8,10
Flathead Rollins Bay 2,8/10/1996,3.10896,21.0,14:00,1996,8,10
Flathead Rollins Bay 1,8/10/1996,2.68224,22.0,14:00,1996,8,10
Kintla,8/10/1996,5.6388,13.0,11:00,1996,8,10
Swan,8/12/1996,2.020824,19.0,20:30,1996,8,12
Swan,8/12/1996,2.27076,17.0,13:00,1996,8,12
Beaver,8/13/1996,1.28016,14.0,15:00,1996,8,13
Beaver,8/13/1996,2.1336,15.0,16:30,1996,8,13
Blanchard,8/13/1996,1.344168,23.0,18:10,1996,8,13
Whitefish,8/13/1996,2.40792,21.0,17:45,1996,8,13
McDonald,8/14/1996,4.73964,15.0,10:45,1996,8,14
Peterson,8/15/1996,2.045208,15.0,13:00,1996,8,15
Peterson,8/15/1996,1.95072,10.0,14:00,1996,8,15
Halfmoon,8/16/1996,1.926336,19.0,13:20,1996,8,16
LakeoftheWoods,8/16/1996,1.76784,14.0,11:00,1996,8,16
McCaffery,8/16/1996,1.08204,16.0,10:30,1996,8,16
Hanson-Doyle,8/19/1996,1.8288,8.0,10:00,1996,8,19
Tepee,8/19/1996,1.03632,6.0,14:00,1996,8,19
Jette,8/20/1996,1.4478,16.5,11:00,1996,8,20
Rogers,8/20/1996,1.648968,20.0,19:30,1996,8,20
Glen,8/21/1996,2.07264,15.0,14:30,1996,8,21
Glen,8/21/1996,1.95072,14.0,11:00,1996,8,21
Bowman,8/22/1996,5.27304,14.0,14:34,1996,8,22
Swan,8/22/1996,2.16408,17.0,15:25,1996,8,22
Ashley,8/23/1996,2.322576,7.6,14:30,1996,8,23
Ashley,8/23/1996,2.7870912,9.1,11:45,1996,8,23
Flathead Narrows Site 4,8/23/1996,3.575304,17.0,11:00,1996,8,23
Flathead Narrows Site 3,8/23/1996,3.660648,18.0,11:00,1996,8,23
Flathead East Mack Alley,8/24/1996,2.92608,20.0,15:00,1996,8,24
Kintla,8/24/1996,6.096,14.0,9:30,1996,8,24
Flathead Conrad ,8/25/1996,2.554224,20.0,13:00,1996,8,25
McCaffery,8/25/1996,1.429512,20.0,9:00,1996,8,25
Whitefish,8/25/1996,2.5908,21.0,14:55,1996,8,25
Whitefish,8/25/1996,3.2004,20.0,17:00,1996,8,25
Beaver,8/27/1996,2.34696,20.0,16:00,1996,8,27
Beaver,8/27/1996,1.8288,,16:00,1996,8,27
Swan,8/27/1996,2.14884,18.0,10:40,1996,8,27
Beaver,8/28/1996,2.37744,22.0,13:30,1996,8,28
McDonald,8/28/1996,3.995928,15.0,11:00,1996,8,28
Swan,8/29/1996,2.136648,17.0,14:00,1996,8,29
Flathead Somers Bay,8/31/1996,1.46304,19.0,9:30,1996,8,31
Flathead Mission View Terrace,8/31/1996,2.286,19.0,9:30,1996,8,31
Flathead Indian Bay,8/31/1996,3.10896,18.0,10:00,1996,8,31
Swan,8/31/1996,2.40792,16.0,11:30,1996,8,31
Flathead Marco Bay,9/1/1996,2.04216,18.0,12:30,1996,9,1
Halfmoon,9/1/1996,1.578864,16.0,17:30,1996,9,1
Jette,9/2/1996,1.55448,20.0,11:00,1996,9,2
Rogers,9/4/1996,1.673352,18.0,17:00,1996,9,4
LakeoftheWoods,9/7/1996,1.88976,16.0,16:00,1996,9,7
Peterson,9/7/1996,1.673352,23.0,12:00,1996,9,7
Peterson,9/7/1996,1.578864,19.0,17:00,1996,9,7
Glen,9/8/1996,2.136648,14.0,15:45,1996,9,8
Glen,9/8/1996,2.505456,17.0,17:30,1996,9,8
Flathead Narrows Site 4,9/9/1996,3.343656,18.0,11:45,1996,9,9
Flathead Narrows Site 3,9/9/1996,3.438144,18.0,11:45,1996,9,9
Tepee,9/9/1996,0.64008,11.0,15:17,1996,9,9
Ashley,9/12/1996,2.41547904,7.9,17:30,1996,9,12
Ashley,9/12/1996,2.22967296,7.3,16:00,1996,9,12
Flathead Somers Bay,9/12/1996,2.46888,18.0,11:20,1996,9,12
Flathead Mission View Terrace,9/12/1996,2.49936,18.0,11:20,1996,9,12
Flathead Indian Bay,9/12/1996,2.95656,19.0,10:00,1996,9,12
Flathead East Mack Alley,9/12/1996,3.26136,18.0,11:30,1996,9,12
Swan,9/12/1996,2.40792,16.0,20:35,1996,9,12
Halfmoon,9/13/1996,1.207008,8.0,14:00,1996,9,13
Mary Ronan,9/14/1996,2.182368,18.0,11:30,1996,9,14
Mary Ronan,9/14/1996,1.533144,20.0,11:30,1996,9,14
Flathead Marco Bay,9/15/1996,1.773936,17.0,8:35,1996,9,15
Rogers,9/19/1996,1.664208,14.0,10:45,1996,9,19
Tepee,9/19/1996,1.56972,20.0,16:00,1996,9,19
McCaffery,9/21/1996,1.685544,22.0,9:00,1996,9,21
Ashley,9/23/1996,1.673352,5.5,12:30,1996,9,23
Ashley,9/23/1996,1.673352,5.5,13:40,1996,9,23
Swan,9/23/1996,2.151888,14.0,15:25,1996,9,23
Swan,9/23/1996,2.14884,13.0,17:00,1996,9,23
Flathead Conrad ,9/24/1996,2.429256,14.0,12:00,1996,9,24
McDonald,9/24/1996,6.0386976,17.0,14:45,1996,9,24
Flathead Somers Bay,9/26/1996,1.79832,14.0,13:30,1996,9,26
Flathead Mission View Terrace,9/26/1996,2.286,14.0,13:30,1996,9,26
Flathead Indian Bay,9/26/1996,2.71272,15.0,10:30,1996,9,26
Flathead East Mack Alley,9/26/1996,2.92608,14.0,10:00,1996,9,26
Whitefish,9/27/1996,2.200656,16.0,10:53,1996,9,27
LakeoftheWoods,9/28/1996,1.79832,19.0,10:30,1996,9,28
Swan,9/28/1996,1.709928,13.0,7:25,1996,9,28
Beaver,9/29/1996,1.9812,20.0,18:00,1996,9,29
Beaver,9/29/1996,2.56032,12.0,16:00,1996,9,29
Flathead Rollins Bay 2,9/29/1996,3.041904,16.0,13:15,1996,9,29
Flathead Rollins Bay 1,9/29/1996,2.92608,18.0,13:15,1996,9,29
Tepee,9/29/1996,1.43256,14.0,10:00,1996,9,29
Whitefish,9/29/1996,2.65176,16.0,12:50,1996,9,29
Whitefish,9/29/1996,2.46888,16.0,12:00,1996,9,29
Hanson-Doyle,9/30/1996,1.43256,19.0,10:00,1996,9,30
Hanson-Doyle,9/30/1996,1.85928,24.5,10:30,1996,9,30
Flathead Marco Bay,10/1/1996,1.9812,15.0,13:00,1996,10,1
Halfmoon,10/6/1996,1.740408,7.0,13:02,1996,10,6
Flathead Somers Bay,10/8/1996,2.49936,15.0,10:00,1996,10,8
Flathead Mission View Terrace,10/8/1996,2.95656,15.0,10:00,1996,10,8
Flathead Conrad ,10/9/1996,2.877312,13.0,9:45,1996,10,9
Whitefish,10/9/1996,2.785872,15.0,11:13,1996,10,9
Rogers,10/10/1996,1.673352,12.0,11:00,1996,10,10
Swan,10/10/1996,1.85928,12.0,9:30,1996,10,10
Swan,10/11/1996,2.182368,15.0,14:15,1996,10,11
Ashley,10/12/1996,2.417064,7.9,9:15,1996,10,12
Ashley,10/12/1996,2.785872,9.1,11:30,1996,10,12
McCaffery,10/12/1996,1.749552,18.0,9:30,1996,10,12
Tepee,10/14/1996,1.31064,18.0,9:20,1996,10,14
Flathead Marco Bay,10/15/1996,1.895856,12.0,15:00,1996,10,15
Swan,10/17/1996,2.1336,10.0,19:04,1996,10,17
Swan,10/24/1996,1.862328,9.0,19:45,1996,10,24
Halfmoon,10/26/1996,1.35636,15.0,12:00,1996,10,26
Flathead Somers Bay,10/27/1996,1.6764,10.0,10:19,1996,10,27
Flathead Mission View Terrace,10/27/1996,2.10312,10.0,10:19,1996,10,27
Rogers,10/27/1996,1.673352,6.0,15:00,1996,10,27
Flathead Marco Bay,11/1/1996,1.673352,8.0,12:20,1996,11,1
Flathead Somers Bay,11/3/1996,2.10312,8.0,11:50,1996,11,3
Flathead Mission View Terrace,11/3/1996,2.286,8.0,11:50,1996,11,3
Swan,11/7/1996,2.1336,6.0,13:55,1996,11,7
Flathead Somers Bay,11/9/1996,1.524,7.0,11:45,1996,11,9
Flathead Mission View Terrace,11/9/1996,1.6764,7.0,11:45,1996,11,9
Flathead Marco Bay,11/15/1996,1.78308,7.0,10:15,1996,11,15
Flathead Marco Bay,12/1/1996,0.966216,3.0,13:45,1996,12,1
Swan,12/11/1996,2.22504,2.0,15:50,1996,12,11
Flathead Marco Bay,12/15/1996,1.261872,3.0,10:00,1996,12,15
Echo,1/1/1997,1.79832,23.0,12:20,1997,1,1
Flathead Marco Bay,1/1/1997, ,0.0,13:30,1997,1,1
Flathead Marco Bay,1/15/1997,1.429512,0.0,10:30,1997,1,15
Swan,1/24/1997,1.11252,-1.0,18:15,1997,1,24
Flathead Marco Bay,2/1/1997,1.886712,0.0,10:45,1997,2,1
Flathead Marco Bay,2/15/1997,2.450592,0.0,15:30,1997,2,15
Flathead Marco Bay,3/1/1997,1.560576,0.0,11:30,1997,3,1
Flathead Marco Bay,3/15/1997,1.331976,1.0,11:45,1997,3,15
Flathead Conrad ,3/22/1997,2.740152,3.0,13:30,1997,3,22
Flathead Marco Bay,4/2/1997,0.743712,3.0,14:45,1997,4,2
Flathead Marco Bay,4/12/1997,1.161288,2.0,14:40,1997,4,12
Flathead Somers Bay,4/24/1997,1.28016,0.0,13:30,1997,4,24
Flathead Mission View Terrace,4/24/1997,0.97536,6.0,13:30,1997,4,24
Flathead Conrad ,4/26/1997,1.719072,5.0,14:45,1997,4,26
Swan,4/26/1997,0.835152,4.0,15:26,1997,4,26
Tally,4/29/1997,1.146048,13.0,15:45,1997,4,29
Peterson,5/1/1997,1.61544,23.0,9:30,1997,5,1
Peterson,5/1/1997,1.85928,25.0,12:00,1997,5,1
Flathead Marco Bay,5/2/1997,0.28956,7.0,14:40,1997,5,2
Flathead Somers Bay,5/3/1997,0.92964,8.0,13:38,1997,5,3
Flathead Mission View Terrace,5/3/1997,0.94488,7.0,13:38,1997,5,3
McDonald,5/7/1997,5.48127936,17.0,11:00,1997,5,7
Halfmoon,5/8/1997,1.578864,14.0,12:00,1997,5,8
Flathead Conrad ,5/9/1997,0.649224,8.0,12:49,1997,5,9
LakeoftheWoods,5/9/1997,1.905,11.0,17:30,1997,5,9
Peterson,5/10/1997,1.00584,20.0,14:00,1997,5,10
Peterson,5/10/1997,1.00584,19.0,11:35,1997,5,10
Ashley,5/12/1997,1.95072,6.4,10:45,1997,5,12
Ashley,5/12/1997,1.95072,6.4,17:30,1997,5,12
Flathead Somers Bay,5/13/1997,0.21336,7.0,13:30,1997,5,13
Flathead Mission View Terrace,5/13/1997,0.32004,13.0,13:30,1997,5,13
Whitefish,5/14/1997,0.96012,14.0,14:15,1997,5,14
Whitefish,5/14/1997,0.582168,10.0,12:00,1997,5,14
Flathead Marco Bay,5/15/1997,0.621792,14.0,19:15,1997,5,15
Lake Five,5/17/1997,2.322576,23.0,14:00,1997,5,17
Flathead Conrad ,5/18/1997,0.231648,10.0,15:00,1997,5,18
Glen,5/18/1997,2.286,17.0,13:00,1997,5,18
Glen,5/18/1997,2.599944,19.0,13:00,1997,5,18
McCaffery,5/18/1997,1.755648,19.0,8:10,1997,5,18
Jette,5/21/1997,1.69164,14.5,13:45,1997,5,21
McDonald,5/21/1997,4.55224896,16.0,10:45,1997,5,21
Tepee,5/25/1997,1.18872,20.0,9:30,1997,5,25
Flathead Conrad ,5/26/1997,0.115824,8.0,13:00,1997,5,26
Glen,5/26/1997,2.045208,22.0,19:00,1997,5,26
Glen,5/26/1997,2.322576,20.0,10:35,1997,5,26
LakeoftheWoods,5/26/1997,1.96596,11.0,15:30,1997,5,26
Flathead Somers Bay,5/29/1997,0.70104,13.0,11:20,1997,5,29
Flathead Mission View Terrace,5/29/1997,0.10668,13.0,11:20,1997,5,29
Halfmoon,5/29/1997,1.347216,19.0,20:00,1997,5,29
Swan,5/30/1997,0.463296,13.0,17:00,1997,5,30
Flathead Marco Bay,6/1/1997,0.146304,11.0,14:00,1997,6,1
Hanson-Doyle,6/2/1997,1.64592,19.0,14:30,1997,6,2
LakeoftheWoods,6/2/1997,2.49936,15.0,15:30,1997,6,2
Jette,6/5/1997,1.8288,20.2,11:00,1997,6,5
McDonald,6/5/1997,2.22967296,12.0,10:15,1997,6,5
Peterson,6/5/1997,1.11252,22.0,11:00,1997,6,5
Peterson,6/5/1997,1.00584,20.0,13:00,1997,6,5
Rogers,6/6/1997,1.96596,16.0,13:00,1997,6,6
Glen,6/7/1997,2.1336,12.0,12:30,1997,6,7
Glen,6/7/1997,1.70688,15.0,13:35,1997,6,7
Whitefish,6/7/1997,1.03632,15.0,10:46,1997,6,7
Bailey,6/8/1997,1.238676232,18.0,17:00,1997,6,8
Halfmoon,6/8/1997,1.664208,20.0,19:15,1997,6,8
McCaffery,6/9/1997,1.99644,21.0,9:15,1997,6,9
Flathead Conrad ,6/10/1997,0.256032,17.0,13:45,1997,6,10
McDonald,6/10/1997,2.50838208,10.0,9:15,1997,6,10
Kintla,6/12/1997,5.1816,19.0,11:00,1997,6,12
Swan,6/13/1997,0.512064,14.5,17:00,1997,6,13
Bowman,6/14/1997,3.6576,18.0,15:00,1997,6,14
Skyles,6/14/1997,0.743712,18.0,12:47,1997,6,14
Bailey,6/15/1997,1.285155623,6.0,15:00,1997,6,15
Flathead Somers Bay,6/15/1997,0.1524,12.0,12:15,1997,6,15
Flathead Mission View Terrace,6/15/1997,0.13716,15.0,12:15,1997,6,15
Flathead Marco Bay,6/15/1997,0.225552,16.0,14:15,1997,6,15
Flathead Indian Bay,6/15/1997,0.277368,14.0,12:15,1997,6,15
Jette,6/15/1997,1.28016,18.0,11:00,1997,6,15
LakeoftheWoods,6/15/1997,2.62128,20.0,17:00,1997,6,15
McCaffery,6/15/1997,2.01168,22.0,9:00,1997,6,15
Ashley,6/18/1997,2.505456,8.2,9:55,1997,6,18
Ashley,6/18/1997,3.343656,11.0,8:25,1997,6,18
McDonald,6/20/1997,3.43741248,17.0,11:00,1997,6,20
Jette,6/21/1997,1.40208,18.2,12:00,1997,6,21
Mary Ronan,6/21/1997,1.95072,22.0,9:30,1997,6,21
Mary Ronan,6/21/1997,1.338072,19.0,11:00,1997,6,21
Swan,6/21/1997,0.448056,16.0,13:30,1997,6,21
Bailey,6/22/1997,2.245150606,9.0,16:20,1997,6,22
Flathead Conrad ,6/22/1997,0.301752,13.0,12:30,1997,6,22
Flathead East Mack Alley,6/22/1997,0.371856,15.0,12:00,1997,6,22
Glen,6/22/1997,1.95072,19.0,12:00,1997,6,22
Glen,6/22/1997,1.8288,16.0,14:15,1997,6,22
Tepee,6/22/1997,1.09728,19.0,9:00,1997,6,22
Halfmoon,6/23/1997,1.673352,16.0,19:35,1997,6,23
Rogers,6/23/1997,1.905,17.0,20:00,1997,6,23
Swan,6/25/1997,0.743712,15.0,16:45,1997,6,25
Flathead Somers Bay,6/27/1997,0.2286,17.0,11:45,1997,6,27
Flathead Mission View Terrace,6/27/1997,0.48768,15.0,11:45,1997,6,27
Skyles,6/27/1997,1.524,20.0,15:00,1997,6,27
Whitefish,6/27/1997,1.05156,17.0,17:40,1997,6,27
Whitefish,6/27/1997,0.88392,16.0,9:30,1997,6,27
Bowman,6/28/1997,4.4196,16.0,18:15,1997,6,28
Kintla,6/28/1997,4.8768,16.0,15:00,1997,6,28
LakeoftheWoods,6/28/1997,2.33172,15.0,11:30,1997,6,28
Flathead Woods Bay,7/1/1997,2.228088,18.0,20:00,1997,7,1
Flathead North East Shore,7/1/1997,0.70104,12.1,12:10,1997,7,1
Flathead Marco Bay,7/1/1997,0.697992,15.0,8:45,1997,7,1
Flathead Narrows Site 4,7/2/1997,2.9718,15.0,12:00,1997,7,2
Flathead Narrows Site 3,7/2/1997,3.066288,15.0,12:00,1997,7,2
Flathead Somers Bay,7/3/1997,0.27432,14.0,15:50,1997,7,3
Flathead Mission View Terrace,7/3/1997,1.00584,15.0,15:50,1997,7,3
Jette,7/3/1997,1.31064,20.5,12:00,1997,7,3
Ashley,7/4/1997,2.599944,8.5,10:35,1997,7,4
Ashley,7/4/1997,2.322576,7.6,10:35,1997,7,4
Beaver,7/4/1997,1.0668,24.0,15:30,1997,7,4
Beaver,7/4/1997,1.0668,24.0,15:00,1997,7,4
Halfmoon,7/4/1997,1.207008,12.2,18:26,1997,7,4
Flathead Conrad ,7/5/1997,1.487424,18.0,9:25,1997,7,5
Flathead Crescent Bay,7/5/1997,1.618488,17.0,13:40,1997,7,5
Flathead Sessions Point,7/5/1997,1.694688,17.0,9:30,1997,7,5
Mary Ronan,7/5/1997,0.82296,10.0,14:00,1997,7,5
Mary Ronan,7/5/1997,2.231136,17.0,11:30,1997,7,5
Tepee,7/5/1997,1.00584,21.0,20:30,1997,7,5
Hanson-Doyle,7/6/1997,1.18872,14.0,16:00,1997,7,6
Kintla,7/10/1997,6.7056,16.0,11:00,1997,7,10
Flathead Woods Bay,7/11/1997,0.85344,14.3,17:45,1997,7,11
Flathead North East Shore,7/11/1997,1.6764,17.6,11:50,1997,7,11
Swan,7/11/1997,0.97536,14.0,15:30,1997,7,11
McCaffery,7/12/1997,1.502664,19.0,9:15,1997,7,12
Rogers,7/12/1997,1.115568,18.0,9:00,1997,7,12
Bailey,7/13/1997,1.44773873,20.0,18:00,1997,7,13
Flathead East Mack Alley,7/13/1997,1.8288,19.0,11:05,1997,7,13
Glen,7/13/1997,1.524,24.0,16:45,1997,7,13
Glen,7/13/1997,1.70688,23.0,13:45,1997,7,13
Lake Five,7/13/1997,1.49352,5.0,17:00,1997,7,13
Swan,7/13/1997,1.18872,15.0,17:10,1997,7,13
Whitefish,7/13/1997,2.508504,21.0,17:14,1997,7,13
Flathead Conrad ,7/14/1997,1.578864,17.0,9:15,1997,7,14
Flathead Indian Bay,7/15/1997,1.64592,18.0,9:40,1997,7,15
Flathead Somers Bay,7/16/1997,0.62484,17.0,9:20,1997,7,16
Flathead Narrows Site 4,7/16/1997,1.02108,14.0,10:!5,1997,7,16
Flathead Narrows Site 3,7/16/1997,1.115568,14.0,10:!5,1997,7,16
Flathead Mission View Terrace,7/16/1997,2.01168,18.0,9:20,1997,7,16
Flathead Marco Bay,7/16/1997,1.392936,18.0,11:00,1997,7,16
Peterson,7/16/1997,1.136904,24.0,12:00,1997,7,16
Peterson,7/16/1997,1.764792,19.0,12:10,1997,7,16
Flathead Woods Bay,7/18/1997,1.55448,17.6,19:12,1997,7,18
Flathead North East Shore,7/18/1997,2.31648,20.9,11:40,1997,7,18
Flathead Crescent Bay,7/19/1997,2.090928,19.0,11,1997,7,19
Flathead Sessions Point,7/19/1997,2.04216,19.0,10:00,1997,7,19
Whitefish,7/19/1997,2.77368,18.0,14:40,1997,7,19
Whitefish,7/19/1997,2.34696,18.0,11:35,1997,7,19
Halfmoon,7/20/1997,1.277112,14.0,15:00,1997,7,20
McCaffery,7/20/1997,1.46304,19.0,9:50,1997,7,20
Beaver,7/22/1997,1.0668,23.0,12:00,1997,7,22
Beaver,7/22/1997,1.05156,24.0,15:00,1997,7,22
Swan,7/25/1997,1.588008,19.0,16:00,1997,7,25
Flathead Woods Bay,7/26/1997,2.10312,20.9,16:48,1997,7,26
Flathead Somers Bay,7/26/1997,1.24968,18.0,11:00,1997,7,26
Flathead North East Shore,7/26/1997,2.286,20.8,11:00,1997,7,26
Flathead Mission View Terrace,7/26/1997,1.76784,19.0,11:00,1997,7,26
Rogers,7/26/1997,1.4478,22.0,17:30,1997,7,26
Halfmoon,7/28/1997,1.222248,4.0,16:14,1997,7,28
Kintla,7/28/1997,6.7056,10.0,10:30,1997,7,28
Swan,7/28/1997,1.85928,18.3,16:15,1997,7,28
McDonald,7/29/1997,2.22967296,13.0,10:30,1997,7,29
Flathead East Mack Alley,7/30/1997,3.23088,23.0,13:00,1997,7,30
Jette,7/30/1997,1.40208,,10:00,1997,7,30
Flathead Somers Bay,7/31/1997,1.43256,20.0,12:00,1997,7,31
Flathead Mission View Terrace,7/31/1997,1.76784,19.0,12:00,1997,7,31
Flathead Indian Bay,7/31/1997,3.44424,24.0,11:00,1997,7,31
Skyles,7/31/1997,0.9144,16.5,13:15,1997,7,31
Whitefish,7/31/1997,1.524,22.0,16:40,1997,7,31
Bowman,8/1/1997,4.8768,16.0,12:40,1997,8,1
Flathead Marco Bay,8/1/1997,1.487424,20.0,11:30,1997,8,1
Hanson-Doyle,8/1/1997,1.24968,20.0,8:30,1997,8,1
Flathead Crescent Bay,8/2/1997,2.950464,18.0,10:30,1997,8,2
Flathead Sessions Point,8/2/1997,2.9718,18.0,11:15,1997,8,2
Flathead Rollins Bay 2,8/2/1997,2.88036,19.0,11:15,1997,8,2
Flathead Rollins Bay 1,8/2/1997,2.3622,20.0,11:15,1997,8,2
Mary Ronan,8/2/1997,2.414016,21.0,10:30,1997,8,2
Mary Ronan,8/2/1997,1.392936,15.0,15:48,1997,8,2
Ashley,8/3/1997,2.691384,8.8,18:05,1997,8,3
Ashley,8/3/1997,3.249168,10.7,15:40,1997,8,3
Jette,8/3/1997,1.24968,16.0,10:30,1997,8,3
Whitefish,8/4/1997,2.5908,20.0,15:21,1997,8,4
Flathead Rollins Bay 2,8/5/1997,2.88036,20.0,14:00,1997,8,5
Flathead Rollins Bay 1,8/5/1997,2.356104,20.0,14:00,1997,8,5
Flathead Narrows Site 4,8/5/1997,1.95072,18.0,9:45,1997,8,5
Flathead Narrows Site 3,8/5/1997,2.045208,17.0,9:45,1997,8,5
Flathead Conrad ,8/6/1997,2.508504,21.0,10:40,1997,8,6
Flathead Woods Bay,8/6/1997,2.62128,21.4,12:30,1997,8,6
Flathead North East Shore,8/6/1997,2.92608,22.3,9:10,1997,8,6
Peterson,8/6/1997,1.764792,20.0,14:00,1997,8,6
Peterson,8/6/1997,1.764792,20.0,13:30,1997,8,6
Swan,8/6/1997,1.673352,18.0,16:30,1997,8,6
Whitefish,8/6/1997,2.62128,24.0,16:30,1997,8,6
Flathead Somers Bay,8/7/1997,1.8288,20.0,10:20,1997,8,7
Flathead Mission View Terrace,8/7/1997,1.3716,22.0,10:20,1997,8,7
LakeoftheWoods,8/7/1997,2.286,13.0,17:00,1997,8,7
Bailey,8/8/1997,1.741932,20.0,14:00,1997,8,8
Kintla,8/8/1997,1.8288,11.0,10:30,1997,8,8
Lake Five,8/8/1997,2.08788,23.0,14:00,1997,8,8
Glen,8/10/1997,1.76784,20.0,14:30,1997,8,10
Glen,8/10/1997,1.88976,18.0,14:00,1997,8,10
Rogers,8/10/1997,1.438656,23.0,18:30,1997,8,10
Swan,8/11/1997,2.136648,18.0,18:45,1997,8,11
McCaffery,8/12/1997,1.40208,14.0,12:00,1997,8,12
Ashley,8/13/1997,3.435096,11.3,16:50,1997,8,13
Ashley,8/13/1997,3.621024,11.9,9:30,1997,8,13
Echo,8/13/1997,1.73736,18.9,11:15,1997,8,13
Echo,8/13/1997,1.34112,14.6,14:30,1997,8,13
Swan,8/14/1997,2.191512,17.0,15:00,1997,8,14
Flathead Marco Bay,8/15/1997,1.392936,19.0,16:20,1997,8,15
McCaffery,8/15/1997,1.045464,14.0,10:30,1997,8,15
Halfmoon,8/16/1997,1.70688,9.0,11:45,1997,8,16
Bailey,8/17/1997,1.81935089,18.0,10:00,1997,8,17
Flathead Woods Bay,8/17/1997,3.3528,22.5,14:00,1997,8,17
Flathead Indian Bay,8/17/1997,2.98704,20.0,9:15,1997,8,17
Flathead East Mack Alley,8/17/1997,2.86512,20.0,11:20,1997,8,17
Whitefish,8/17/1997,1.9812,21.0,12:31,1997,8,17
Flathead Crescent Bay,8/18/1997,2.645664,18.0,13:00,1997,8,18
Flathead Sessions Point,8/18/1997,2.645664,18.0,13:30,1997,8,18
McDonald,8/18/1997,3.7161216,6.0,13:00,1997,8,18
Flathead North East Shore,8/19/1997,2.40792,19.4,11:30,1997,8,19
Blanchard,8/20/1997,1.392936,22.0,12:00,1997,8,20
Jette,8/20/1997,1.93548,17.0,10:00,1997,8,20
Lake Five,8/20/1997,2.04216,12.0,13:00,1997,8,20
Beaver,8/21/1997,1.0668,25.0,15:30,1997,8,21
Beaver,8/21/1997,1.05156,25.0,16:30,1997,8,21
Hanson-Doyle,8/21/1997,1.55448,20.0,9:30,1997,8,21
Swan,8/21/1997,2.1336,18.0,18:15,1997,8,21
Whitefish,8/21/1997,2.37744,20.0,15:45,1997,8,21
Whitefish,8/21/1997,2.68224,20.0,14:00,1997,8,21
Beaver,8/22/1997,1.301496,18.0,18:30,1997,8,22
Beaver,8/22/1997,2.703576,21.0,18:00,1997,8,22
Glen,8/22/1997,2.07264,15.0,12:30,1997,8,22
Glen,8/22/1997,1.95072,14.0,11:00,1997,8,22
Skyles,8/22/1997,1.15824,24.0,20:00,1997,8,22
Kintla,8/23/1997,3.048,17.0,11:00,1997,8,23
Flathead Somers Bay,8/25/1997,1.31064,22.0,13:00,1997,8,25
Flathead Narrows Site 4,8/25/1997,2.785872,22.0,12:00,1997,8,25
Flathead Narrows Site 3,8/25/1997,2.785872,21.0,12:00,1997,8,25
Flathead Mission View Terrace,8/25/1997,2.286,19.0,13:00,1997,8,25
Swan,8/26/1997,2.3622,17.0,17:50,1997,8,26
Tally,8/26/1997,1.298448,21.0,14:00,1997,8,26
Flathead Conrad ,8/28/1997,1.670304,18.0,11:30,1997,8,28
Flathead Indian Bay,8/28/1997,2.68224,19.0,11:20,1997,8,28
Flathead East Mack Alley,8/28/1997,2.4384,20.0,10:15,1997,8,28
Flathead East Mack Alley,8/28/1997,2.4384,20.0,12:00,1997,8,28
Swan,8/28/1997,2.68224,18.0,18:00,1997,8,28
Mary Ronan,8/29/1997,0.92964,12.0,11:00,1997,8,29
Mary Ronan,8/29/1997,1.124712,16.0,11:00,1997,8,29
Ashley,8/30/1997,2.785872,9.1,15:20,1997,8,30
Ashley,8/30/1997,3.529584,11.6,11:55,1997,8,30
Bowman,8/30/1997,7.3152,16.0,11:49,1997,8,30
Flathead Crescent Bay,8/30/1997,2.554224,18.0,9:30,1997,8,30
Flathead Sessions Point,8/30/1997,2.276856,8.0,9:00,1997,8,30
Whitefish,8/31/1997,2.01168,18.0,13:00,1997,8,31
