LAKE NAME,DATE,SECCHI,LAKE TEMP,TIME,Year,Month,Day
Flathead Mission View Terrace,11/3/2000,2.4384,8.0,10:50,2000,11,3
Flathead Marco Bay,11/15/2000,1.73736,6.0,8:15,2000,11,15
Flathead Marco Bay,12/1/2000,2.218944,5.0,13:45,2000,12,1
Flathead Marco Bay,12/18/2000,1.8288,2.0,13:20,2000,12,18
Flathead Marco Bay,1/1/2001,1.61544,0.0,9:15,2001,1,1
Flathead Conrad ,1/6/2001,2.231136,4.0,15:30,2001,1,6
Flathead Marco Bay,1/15/2001,1.411224,0.0,9:00,2001,1,15
Flathead Marco Bay,2/2/2001,0.89916,1.0,9:30,2001,2,2
Flathead Marco Bay,2/15/2001,1.118616,0.0,15:00,2001,2,15
Flathead Marco Bay,3/1/2001,2.173224,2.0,11:30,2001,3,1
Flathead Somers Bay,3/29/2001,1.34112,4.0,16:15,2001,3,29
Flathead Mission View Terrace,3/29/2001,1.70688,3.0,10:50,2001,3,29
Flathead Marco Bay,3/31/2001,1.606296,4.0,12:30,2001,3,31
Flathead Somers Bay,4/17/2001,1.28016,6.0,11:30,2001,4,17
Flathead Mission View Terrace,4/17/2001,1.64592,4.0,11:15,2001,4,17
Flathead Marco Bay,4/17/2001,1.502664,5.0,13:45,2001,4,17
Hanson-Doyle,4/24/2001,1.49352,0.8,14:00,2001,4,24
Flathead Somers Bay,4/27/2001,1.46304,9.0,9:45,2001,4,27
Flathead Mission View Terrace,4/27/2001,1.56972,8.0,10:35,2001,4,27
Flathead Marco Bay,5/1/2001,1.008888,7.0,12:00,2001,5,1
Swan,5/2/2001,1.03632,6.0,9:30,2001,5,2
Halfmoon,5/6/2001,1.524,27.0,17:15,2001,5,6
Rogers,5/6/2001,1.764792,,17:55,2001,5,6
Bailey,5/7/2001,1.277112,14.0,16:00,2001,5,7
Glen,5/12/2001,1.856232,18.0,16:30,2001,5,12
Whitefish,5/12/2001,2.33172,6.0,17:30,2001,5,12
Whitefish,5/12/2001,2.37744,6.0,11:30,2001,5,12
Hanson-Doyle,5/13/2001,1.40208,1.0,11:00,2001,5,13
Flathead Marco Bay,5/15/2001,0.3048,3.0,9:00,2001,5,15
Flathead Marco Bay,5/15/2001,0.82296,12.0,16:30,2001,5,15
Flathead Somers Bay,5/18/2001,0.57912,10.0,11:45,2001,5,18
Flathead Mission View Terrace,5/18/2001,0.42672,9.0,11:30,2001,5,18
Bailey,5/19/2001,1.146048,12.0,16:00,2001,5,19
Echo,5/20/2001,2.4384,14.0,14:00,2001,5,20
Echo,5/20/2001,0.97536,20.0,14:30,2001,5,20
Rogers,5/20/2001,1.673352,18.0,17:30,2001,5,20
Swan,5/20/2001,1.00584,10.0,17:30,2001,5,20
Halfmoon,5/21/2001,1.8288,26.0,15:30,2001,5,21
Flathead Conrad ,5/23/2001,0.789432,10.0,12:20,2001,5,23
Lake Five,5/23/2001,1.95072,16.0,13:00,2001,5,23
Whitefish,5/25/2001,2.07264,20.0,9:00,2001,5,25
Hanson-Doyle,5/26/2001,1.6764,1.0,15:00,2001,5,26
LakeoftheWoods,5/26/2001,1.64592,10.0,16:30,2001,5,26
Skyles,5/26/2001,0.950976,24.0,19:00,2001,5,26
Glen,5/27/2001,1.856232,19.0,16:30,2001,5,27
Beaver,5/28/2001,2.16408,12.0,12:20,2001,5,28
Beaver,5/28/2001,1.6764,21.0,15:30,2001,5,28
Whitefish,5/28/2001,1.905,19.0,13:30,2001,5,28
Flathead Marco Bay,5/29/2001,0.694944,12.0,10:20,2001,5,29
Swan,5/30/2001,0.54864,13.0,15:00,2001,5,30
Whitefish,5/30/2001,1.4478,13.0,14:00,2001,5,30
Flathead Mission View Terrace,5/31/2001,0.36576,11.0,11:30,2001,5,31
LakeoftheWoods,5/31/2001,1.6764,17.0,16:00,2001,5,31
Lower Stillwater,6/1/2001,1.458577728,24.5,18:15,2001,6,1
Flathead Somers Bay,6/5/2001,0.27432,13.0,10:00,2001,6,5
Flathead Mission View Terrace,6/5/2001,0.82296,12.0,10:15,2001,6,5
Beaver,6/6/2001,1.9812,25.0,15:30,2001,6,6
Rogers,6/6/2001,1.682496,,18:37,2001,6,6
Echo,6/7/2001,1.0668,19.0,10:00,2001,6,7
Flathead Conrad ,6/8/2001,0.97536,15.0,15:45,2001,6,8
Whitefish,6/9/2001,1.88976,12.0,16:00,2001,6,9
Whitefish,6/9/2001,1.69164,12.0,14:00,2001,6,9
Whitefish,6/9/2001,1.95072,12.0,16:30,2001,6,9
Swan,6/10/2001,1.136904,13.0,14:20,2001,6,10
Glen,6/15/2001,1.95072,,14:30,2001,6,15
Hanson-Doyle,6/15/2001,1.58496,0.9,9:30,2001,6,15
Swan,6/15/2001,1.15824,12.0,10:40,2001,6,15
Flathead Marco Bay,6/16/2001,1.301496,14.0,10:30,2001,6,16
Rogers,6/17/2001,1.673352,20.0,11:20,2001,6,17
Ashley,6/19/2001,2.691384,8.8,18:05,2001,6,19
Ashley,6/19/2001,3.249168,10.7,15:40,2001,6,19
Flathead Conrad ,6/19/2001,3.112008,14.0,20:00,2001,6,19
LakeoftheWoods,6/19/2001,1.79832,16.0,16:00,2001,6,19
Beaver,6/20/2001,1.43256,22.0,18:00,2001,6,20
Swan,6/21/2001,1.252728,14.0,18:30,2001,6,21
Whitefish,6/21/2001,2.508504,20.0,14:00,2001,6,21
Whitefish,6/23/2001,2.508504,,17:00,2001,6,23
Bailey,6/24/2001,1.161288,8.0,17:00,2001,6,24
Halfmoon,6/27/2001,1.40208,22.0,19:15,2001,6,27
Ashley,6/29/2001,3.435096,11.3,16:48,2001,6,29
Ashley,6/29/2001,3.621024,11.9,9:30,2001,6,29
Flathead Somers Bay,6/29/2001,2.19456,18.0,9:45,2001,6,29
Flathead Mission View Terrace,6/29/2001,3.47472,17.0,13:30,2001,6,29
Bailey,7/1/2001,1.633728,13.0,19:30,2001,7,1
Flathead Marco Bay,7/1/2001,1.597152,18.0,14:30,2001,7,1
Glen,7/1/2001,2.1336,18.0,13:45,2001,7,1
Lower Stillwater,7/1/2001,1.551480768,19.0,16:00,2001,7,1
Rogers,7/1/2001,1.31064,19.0,19:30,2001,7,1
Swan,7/1/2001,1.46304,19.0,16:30,2001,7,1
Whitefish,7/1/2001,3.32232,16.0,13:20,2001,7,1
Whitefish,7/1/2001,1.95072,17.0,18:30,2001,7,1
Whitefish,7/1/2001,2.8956,21.0,12:00,2001,7,1
Swan,7/2/2001,0.6096,14.0,16:30,2001,7,2
Flathead Conrad ,7/3/2001,3.343656,20.0,17:45,2001,7,3
Skyles,7/3/2001,1.2192,22.0,18:30,2001,7,3
Swan,7/3/2001,1.524,16.0,19:00,2001,7,3
Flathead Somers Bay,7/6/2001,2.34696,20.0,15:45,2001,7,6
Flathead Mission View Terrace,7/6/2001,3.07848,19.0,12:05,2001,7,6
LakeoftheWoods,7/6/2001,1.92024,18.0,15:30,2001,7,6
Beaver,7/7/2001,1.524,20.0,18:00,2001,7,7
Beaver,7/7/2001,1.8288,20.0,15:00,2001,7,7
Echo,7/7/2001,1.469136,24.0,15:00,2001,7,7
Flathead Crescent Bay,7/7/2001,3.614928,16.0,10:15,2001,7,7
Peterson,7/7/2001,1.64592,10.0,13:00,2001,7,7
Halfmoon,7/8/2001,1.88976,9.0,16:40,2001,7,8
Beaver,7/9/2001,1.79832,20.0,10:00,2001,7,9
Bailey,7/11/2001,1.819656,17.0,15:00,2001,7,11
Echo,7/11/2001,1.673352,20.0,14:00,2001,7,11
Echo,7/11/2001,1.731264,,16:00,2001,7,11
Bowman,7/14/2001,4.2672,16.0,16:00,2001,7,14
Lower Stillwater,7/14/2001,1.467868032,19.0,13:30,2001,7,14
Swan,7/14/2001,1.73736,20.0,18:15,2001,7,14
Whitefish,7/14/2001,3.53568,20.0,14:00,2001,7,14
Bailey,7/15/2001,1.719072,17.0,18:30,2001,7,15
Flathead Marco Bay,7/15/2001,2.304288,21.0,13:00,2001,7,15
Glen,7/15/2001,1.95072,15.0,13:30,2001,7,15
Lake Five,7/15/2001,2.37744,20.5,16:00,2001,7,15
Rogers,7/15/2001,1.258824,16.0,16:10,2001,7,15
Swan,7/15/2001,1.639824,19.0,13:20,2001,7,15
Kintla,7/20/2001,3.6576,15.0,12:00,2001,7,20
Halfmoon,7/22/2001,1.70688,4.0,15:30,2001,7,22
Ashley,7/23/2001,2.136648,7.0,15:25,2001,7,23
Ashley,7/23/2001,2.785872,9.1,15:20,2001,7,23
Beaver,7/23/2001,2.04216,20.0,15:45,2001,7,23
Hanson-Doyle,7/23/2001,1.58496,0.7,11:00,2001,7,23
Halfmoon,7/24/2001,1.4478,19.0,18:50,2001,7,24
Lake Five,7/24/2001,2.414016,22.0,16:30,2001,7,24
Bailey,7/25/2001,1.688592,20.0,19:25,2001,7,25
Flathead Somers Bay,7/25/2001,2.1336,20.0,15:45,2001,7,25
Flathead Mission View Terrace,7/25/2001,2.31648,19.0,12:15,2001,7,25
Echo,7/26/2001,1.679448,25.0,14:00,2001,7,26
Halfmoon,7/26/2001,1.609344,17.0,14:15,2001,7,26
McDonald,7/27/2001,2.045208,13.0,13:30,2001,7,27
Swan,7/30/2001,1.911096,17.0,16:55,2001,7,30
Swan,7/30/2001,2.49936,19.0,16:30,2001,7,30
Flathead Marco Bay,8/1/2001,1.350264,21.0,13:00,2001,8,1
Whitefish,8/1/2001,2.71272,12.0,15:30,2001,8,1
Whitefish,8/1/2001,1.73736,11.0,13:45,2001,8,1
Bowman,8/3/2001,4.572,16.0,14:40,2001,8,3
Flathead Somers Bay,8/3/2001,2.16408,19.0,11:30,2001,8,3
Flathead Mission View Terrace,8/3/2001,3.01752,18.0,13:35,2001,8,3
Whitefish,8/3/2001,3.26136,23.0,12:30,2001,8,3
Bailey,8/5/2001,1.545336,21.0,16:00,2001,8,5
Glen,8/6/2001,1.6764,17.0,13:30,2001,8,6
LakeoftheWoods,8/6/2001,1.95072,20.0,16:45,2001,8,6
Bailey,8/7/2001,1.624584,24.0,10:00,2001,8,7
Beaver,8/7/2001,2.4384,23.0,19:00,2001,8,7
Beaver,8/7/2001,1.58496,14.0,15:00,2001,8,7
Halfmoon,8/7/2001,1.725168,17.0,13:45,2001,8,7
Kintla,8/7/2001,6.4008,13.0,11:00,2001,8,7
Swan,8/11/2001,2.52984,21.0,17:15,2001,8,11
Swan,8/11/2001,3.16992,20.0,18:30,2001,8,11
Glen,8/12/2001,1.8288,18.0,12:00,2001,8,12
Rogers,8/12/2001,1.4478,13.0,19:00,2001,8,12
Ashley,8/13/2001,3.529584,11.6,11:55,2001,8,13
Ashley,8/13/2001,3.90144,12.8,11:35,2001,8,13
McDonald,8/13/2001,1.12776,8.0,14:30,2001,8,13
Flathead Marco Bay,8/15/2001,2.04216,22.0,16:30,2001,8,15
Lake Five,8/15/2001,2.231136,25.0,13:00,2001,8,15
Whitefish,8/17/2001,3.048,20.0,14:15,2001,8,17
Whitefish,8/17/2001,2.48412,20.0,14:00,2001,8,17
Whitefish,8/17/2001,2.9718,23.0,12:00,2001,8,17
Bowman,8/18/2001,2.1336,10.0,13:00,2001,8,18
Flathead Conrad ,8/18/2001,2.88036,21.0,10:00,2001,8,18
Halfmoon,8/18/2001,1.655064,22.0,15:40,2001,8,18
LakeoftheWoods,8/20/2001,1.88976,18.0,16:00,2001,8,20
Swan,8/20/2001,2.37744,19.0,15:25,2001,8,20
Kintla,8/21/2001,4.572,18.0,9:45,2001,8,21
Hanson-Doyle,8/22/2001,1.3716,0.7,10:00,2001,8,22
Lower Stillwater,8/23/2001,1.609344,15.0,13:00,2001,8,23
Skyles,8/23/2001,1.28016,14.0,9:30,2001,8,23
Swan,8/23/2001,3.53568,20.0,17:00,2001,8,23
Whitefish,8/23/2001,2.5908,20.0,15:00,2001,8,23
Beaver,8/24/2001,2.04216,20.0,16:00,2001,8,24
Flathead Somers Bay,8/25/2001,2.31648,20.0,18:15,2001,8,25
Flathead Mission View Terrace,8/25/2001,3.38328,20.0,11:25,2001,8,25
Whitefish,8/26/2001,3.15468,19.0,15:00,2001,8,26
Rogers,8/29/2001,1.624584,14.0,10:00,2001,8,29
Swan,8/29/2001,2.7432,19.0,16:45,2001,8,29
McDonald,8/30/2001,3.715512,19.0,11:30,2001,8,30
Echo,9/1/2001,1.106424,19.0,13:30,2001,9,1
Echo,9/1/2001,0.935736,12.0,14:00,2001,9,1
Flathead Marco Bay,9/1/2001,1.914144,20.0,8:15,2001,9,1
Glen,9/3/2001,1.8288,21.0,12:30,2001,9,3
Halfmoon,9/3/2001,1.438656,23.0,17:45,2001,9,3
Whitefish,9/3/2001,3.15468,20.0,13:00,2001,9,3
Kintla,9/4/2001,3.9624,18.0,9:30,2001,9,4
Flathead Somers Bay,9/5/2001,2.04216,20.0,15:20,2001,9,5
Peterson,9/6/2001,2.1336,,15:00,2001,9,6
Hanson-Doyle,9/7/2001,1.43256,0.9,10:00,2001,9,7
LakeoftheWoods,9/8/2001,1.76784,15.0,17:30,2001,9,8
Swan,9/8/2001,3.005328,16.0,14:55,2001,9,8
Beaver,9/10/2001,1.139952,24.0,15:30,2001,9,10
Beaver,9/10/2001,1.139952,24.0,15:00,2001,9,10
Lower Stillwater,9/10/2001,1.85928,13.0,10:30,2001,9,10
Rogers,9/10/2001,1.6002,18.0,19:00,2001,9,10
McDonald,9/13/2001,4.83108,17.5,10:15,2001,9,13
Flathead Somers Bay,9/14/2001,3.5052,17.0,16:00,2001,9,14
Flathead Mission View Terrace,9/14/2001,3.79476,17.0,12:05,2001,9,14
Bailey,9/15/2001,1.58496,24.0,14:09,2001,9,15
Whitefish,9/15/2001,2.9718,19.0,12:00,2001,9,15
Beaver,9/18/2001,1.139952,23.0,12:00,2001,9,18
Kintla,9/18/2001,3.9624,18.0,11:00,2001,9,18
Swan,9/20/2001,2.5908,17.0,18:00,2001,9,20
Ashley,9/22/2001,2.9718,9.8,16:05,2001,9,22
Ashley,9/22/2001,2.04216,6.7,10:35,2001,9,22
Halfmoon,9/22/2001,1.542288,16.0,11:45,2001,9,22
Flathead Somers Bay,9/23/2001,3.23088,16.0,16:35,2001,9,23
Flathead Mission View Terrace,9/23/2001,3.23088,16.0,12:15,2001,9,23
Whitefish,9/23/2001,2.88036,,15:30,2001,9,23
Flathead Conrad ,9/25/2001,2.92608,18.0,14:00,2001,9,25
Glen,9/30/2001,1.8288,24.0,15:00,2001,9,30
Halfmoon,9/30/2001,1.514856,17.0,15:30,2001,9,30
Rogers,9/30/2001,1.347216,20.0,20:30,2001,9,30
Whitefish,9/30/2001,2.78892,18.0,10:00,2001,9,30
Flathead Marco Bay,10/1/2001,1.99644,16.0,15:30,2001,10,1
LakeoftheWoods,10/4/2001,1.64592,10.0,16:15,2001,10,4
Flathead Somers Bay,10/5/2001,2.49936,8.0,14:00,2001,10,5
Flathead Mission View Terrace,10/5/2001,2.86512,8.0,11:30,2001,10,5
Echo,10/6/2001,2.395728,20.0,15:30,2001,10,6
Echo,10/6/2001,1.524,22.0,16:00,2001,10,6
Flathead Conrad ,10/6/2001,2.785872,15.0,11:15,2001,10,6
Whitefish,10/6/2001,2.9718,16.0,13:30,2001,10,6
Swan,10/9/2001,2.31648,12.0,16:00,2001,10,9
Beaver,10/13/2001,1.094232,24.0,15:00,2001,10,13
Flathead Marco Bay,10/15/2001,1.978152,13.0,9:45,2001,10,15
McDonald,10/15/2001,5.294376,18.5,13:00,2001,10,15
Flathead Somers Bay,10/21/2001,1.6764,10.0,11:30,2001,10,21
Flathead Mission View Terrace,10/21/2001,2.65176,10.0,16:00,2001,10,21
Beaver,10/22/2001,1.139952,25.0,15:30,2001,10,22
Beaver,10/22/2001,1.094232,25.0,16:30,2001,10,22
Swan,10/29/2001,2.045208,9.0,19:45,2001,10,29
Flathead Somers Bay,11/3/2001,1.70688,9.0,10:20,2001,11,3
Flathead Marco Bay,11/3/2001,1.95072,9.0,9:30,2001,11,3
Swan,11/7/2001,1.88976,9.0,12:20,2001,11,7
Flathead Conrad ,11/11/2001,3.212592,8.0,12:30,2001,11,11
Flathead Marco Bay,11/15/2001,1.850136,8.0,15:30,2001,11,15
Flathead Marco Bay,12/1/2001,1.6764,5.0,8:00,2001,12,1
Flathead Marco Bay,12/17/2001,1.12776,5.0,10:15,2001,12,17
Flathead Marco Bay,1/1/2002,2.173224,2.0,12:30,2002,1,1
Flathead Marco Bay,1/15/2002,2.237232,2.0,13:00,2002,1,15
McDonald,4/24/2002,5.108448,14.0,12:15,2002,4,24
Bailey,4/27/2002,0.865632,19.0,16:40,2002,4,27
Flathead Marco Bay,5/1/2002,0.92964,7.0,12:30,2002,5,1
Hanson-Doyle,5/10/2002,2.07264,1.0,8:30,2002,5,10
Bailey,5/11/2002,0.804672,17.0,16:00,2002,5,11
Swan,5/11/2002,1.61544,8.0,5:31,2002,5,11
Flathead Marco Bay,5/15/2002,1.338072,8.0,15:15,2002,5,15
Flathead Somers Bay,5/17/2002,1.3716,9.0,14:00,2002,5,17
Flathead Mission View Terrace,5/17/2002,1.40208,9.0,11:35,2002,5,17
Rogers,5/17/2002,1.392936,21.0,11:00,2002,5,17
Lower Stillwater,5/18/2002,1.423416,11.0,14:00,2002,5,18
Halfmoon,5/19/2002,1.31064,18.0,11:15,2002,5,19
Whitefish,5/19/2002,2.49936,19.0,16:05,2002,5,19
Whitefish,5/19/2002,2.49936,2.0,13:30,2002,5,19
Hanson-Doyle,5/23/2002,1.95072,0.8,11:00,2002,5,23
Ashley,5/27/2002,2.228088,7.3,12:10,2002,5,27
Ashley,5/27/2002,1.673352,5.5,10:55,2002,5,27
Flathead Somers Bay,5/30/2002,0.21336,12.0,11:30,2002,5,30
Flathead Mission View Terrace,5/30/2002,0.32004,10.0,11:40,2002,5,30
McDonald,5/30/2002,5.388864,11.0,13:30,2002,5,30
Swan,5/30/2002,1.12776,12.0,14:15,2002,5,30
Flathead Marco Bay,6/1/2002,0.16764,12.0,13:30,2002,6,1
Glen,6/2/2002,2.52984,21.0,14:00,2002,6,2
Lower Stillwater,6/2/2002,1.609344,11.0,15:00,2002,6,2
Mary Ronan,6/4/2002,1.61544,19.0,12:00,2002,6,4
Mary Ronan,6/4/2002,2.01168,21.0,13:50,2002,6,4
Swan,6/6/2002,0.643128,7.0,14:50,2002,6,6
Rogers,6/7/2002,1.170432,18.0,20:00,2002,6,7
McDonald,6/9/2002,5.202936,7.0,13:30,2002,6,9
Flathead Somers Bay,6/13/2002,0.19812,13.0,19:30,2002,6,13
Flathead Mission View Terrace,6/13/2002,0.25908,12.0,11:35,2002,6,13
Mary Ronan,6/13/2002,1.87452,16.0,11:30,2002,6,13
Mary Ronan,6/13/2002,1.533144,14.0,10:15,2002,6,13
McDonald,6/13/2002,5.85216,4.0,14:00,2002,6,13
Flathead Dayton Bay,6/14/2002,2.694432,14.3,,2002,6,14
Kintla,6/14/2002,3.71856,,11:00,2002,6,14
LakeoftheWoods,6/14/2002,2.859024,17.0,13:00,2002,6,14
Flathead Marco Bay,6/15/2002,1.15824,15.0,14:00,2002,6,15
Glen,6/15/2002,1.6764,23.0,20:15,2002,6,15
Bailey,6/16/2002,1.810512,6.0,15:00,2002,6,16
Swan,6/17/2002,1.09728,14.0,10:00,2002,6,17
Rogers,6/19/2002,1.365504,15.0,14:00,2002,6,19
Mary Ronan,6/20/2002,1.624584,17.0,10:40,2002,6,20
Swan,6/22/2002,0.697992,8.0,19:19,2002,6,22
Bailey,6/23/2002,1.795272,9.0,14:15,2002,6,23
Bowman,6/24/2002,3.6576,11.0,13:00,2002,6,24
Whitefish,6/24/2002,1.524,20.0,11:00,2002,6,24
Kintla,6/25/2002,3.9624,18.0,10:00,2002,6,25
Swan,6/26/2002,0.82296,18.0,10:30,2002,6,26
Whitefish,6/26/2002,1.70688,11.0,16:15,2002,6,26
Flathead Somers Bay,6/27/2002,0.39624,19.0,13:15,2002,6,27
Flathead Mission View Terrace,6/27/2002,0.28956,19.0,9:50,2002,6,27
Whitefish,6/27/2002,1.88976,11.0,15:00,2002,6,27
Whitefish,6/30/2002,1.85928,19.0,20:00,2002,6,30
Flathead Marco Bay,7/1/2002,0.262128,15.0,12:30,2002,7,1
Flathead Dayton Bay,7/1/2002,1.618488,,,2002,7,1
Beaver,7/2/2002,1.301496,18.0,18:30,2002,7,2
Beaver,7/2/2002,2.703576,21.0,17:45,2002,7,2
Echo,7/3/2002,1.743456,17.0,16:30,2002,7,3
Echo,7/3/2002,1.868424,19.0,12:30,2002,7,3
Flathead Conrad ,7/3/2002,0.697992,17.0,12:45,2002,7,3
Mary Ronan,7/3/2002,1.17348,21.0,9:25,2002,7,3
Mary Ronan,7/3/2002,1.042416,18.0,14:00,2002,7,3
Rogers,7/3/2002,1.764792,7.0,15:00,2002,7,3
Hanson-Doyle,7/4/2002,1.524,20.0,12:00,2002,7,4
LakeoftheWoods,7/5/2002,3.99288,22.0,11:00,2002,7,5
Swan,7/5/2002,0.804672,9.0,15:30,2002,7,5
Ashley,7/6/2002,3.26136,10.7,10:15,2002,7,6
Ashley,7/6/2002,3.995928,13.1,11:05,2002,7,6
Bailey,7/6/2002,1.609344,17.0,15:45,2002,7,6
Bowman,7/6/2002,3.3528,19.0,18:00,2002,7,6
Lower Stillwater,7/6/2002,1.801368,17.0,11:40,2002,7,6
Whitefish,7/6/2002,2.1336,20.0,19:30,2002,7,6
Glen,7/7/2002,2.1336,18.0,15:30,2002,7,7
Halfmoon,7/9/2002,1.115568,24.0,10:45,2002,7,9
Kintla,7/9/2002,3.9624,19.0,0:00,2002,7,9
McDonald,7/9/2002,5.108448,4.0,14:00,2002,7,9
Flathead Somers Bay,7/10/2002,0.67056,18.0,15:45,2002,7,10
Lake Five,7/11/2002,2.68224,21.0,13:00,2002,7,11
Skyles,7/11/2002,1.2192,25.0,9:30,2002,7,11
Swan,7/11/2002,1.00584,20.0,10:55,2002,7,11
Swan,7/11/2002,1.0668,19.0,15:30,2002,7,11
Beaver,7/13/2002,2.703576,21.0,15:00,2002,7,13
Beaver,7/13/2002,2.01168,8.6,15:30,2002,7,13
Bailey,7/14/2002,1.639824,16.0,15:00,2002,7,14
Lower Stillwater,7/14/2002,2.261616,17.0,12:00,2002,7,14
Whitefish,7/14/2002,2.22504,24.0,13:30,2002,7,14
Beaver,7/15/2002,2.01168,18.0,15:30,2002,7,15
Flathead Marco Bay,7/15/2002,0.585216,21.0,12:00,2002,7,15
Whitefish,7/17/2002,2.49936,16.0,13:50,2002,7,17
Whitefish,7/17/2002,2.25552,16.0,12:45,2002,7,17
Rogers,7/18/2002,1.652016,9.0,15:15,2002,7,18
Swan,7/18/2002,1.060704,15.0,11:30,2002,7,18
Flathead Dayton Bay,7/19/2002,1.618488,22.0,,2002,7,19
Bowman,7/20/2002,4.572,16.0,14:00,2002,7,20
Ashley,7/22/2002,4.087368,13.4,9:40,2002,7,22
Ashley,7/22/2002,2.508504,8.2,10:40,2002,7,22
Halfmoon,7/22/2002,1.469136,24.0,10:40,2002,7,22
Swan,7/22/2002,1.524,22.0,18:10,2002,7,22
Kintla,7/23/2002,5.1816,9.0,11:00,2002,7,23
Mary Ronan,7/24/2002,0.82296,10.0,14:00,2002,7,24
Mary Ronan,7/24/2002,0.9144,18.0,13:00,2002,7,24
McDonald,7/24/2002,3.90144,8.0,10:15,2002,7,24
LakeoftheWoods,7/25/2002,,17.0,14:30,2002,7,25
Flathead Somers Bay,7/27/2002,1.17348,20.0,15:40,2002,7,27
Flathead Mission View Terrace,7/27/2002,1.46304,20.0,11:30,2002,7,27
Bailey,7/30/2002,1.810512,,16:00,2002,7,30
Flathead Conrad ,7/30/2002,1.905,20.0,9:30,2002,7,30
Flathead Marco Bay,8/1/2002,1.40208,20.0,13:00,2002,8,1
Mary Ronan,8/1/2002,0.649224,12.0,13:35,2002,8,1
Mary Ronan,8/1/2002,0.649224,11.0,9:10,2002,8,1
Rogers,8/1/2002,1.679448,11.0,11:30,2002,8,1
Beaver,8/2/2002,2.0574,20.0,15:00,2002,8,2
Beaver,8/2/2002,1.43256,22.0,15:30,2002,8,2
Halfmoon,8/2/2002,1.61544,19.0,14:30,2002,8,2
Bowman,8/4/2002,3.3528,16.0,17:30,2002,8,4
Kintla,8/6/2002,4.572,10.0,11:00,2002,8,6
Swan,8/7/2002,1.76784,17.0,18:30,2002,8,7
Rogers,8/9/2002,1.344168,14.0,14:00,2002,8,9
Bailey,8/10/2002,1.969008,20.0,10:30,2002,8,10
Glen,8/10/2002,1.6764,13.0,18:00,2002,8,10
Ashley,8/13/2002,3.93192,12.9,9:30,2002,8,13
Ashley,8/13/2002,2.40792,7.9,11:30,2002,8,13
Flathead Somers Bay,8/13/2002,2.286,18.0,18:45,2002,8,13
Flathead Mission View Terrace,8/13/2002,2.22504,18.0,11:30,2002,8,13
LakeoftheWoods,8/13/2002,1.46304,14.0,13:30,2002,8,13
Mary Ronan,8/13/2002,0.835152,10.0,8:35,2002,8,13
Mary Ronan,8/13/2002,1.030224,12.0,9:00,2002,8,13
McDonald,8/14/2002,2.785872,9.0,11:45,2002,8,14
Echo,8/17/2002,1.328928,14.5,15:30,2002,8,17
Echo,8/17/2002,1.484376,17.0,15:00,2002,8,17
Beaver,8/18/2002,1.46304,18.0,15:30,2002,8,18
Beaver,8/18/2002,1.46304,17.0,16:00,2002,8,18
Swan,8/18/2002,1.85928,18.0,14:45,2002,8,18
Kintla,8/20/2002,3.9624,15.0,11:00,2002,8,20
Whitefish,8/21/2002,3.41376,11.0,11:35,2002,8,21
Swan,8/22/2002,1.76784,18.0,15:45,2002,8,22
Lower Stillwater,8/23/2002,2.340864,15.0,15:00,2002,8,23
Rogers,8/25/2002,1.15824,14.0,17:00,2002,8,25
Whitefish,8/25/2002,3.3528,21.0,13:00,2002,8,25
Echo,8/26/2002,1.892808,22.0,16:00,2002,8,26
Echo,8/26/2002,1.871472,23.0,15:00,2002,8,26
Whitefish,8/27/2002,2.80416,11.0,12:10,2002,8,27
Flathead Somers Bay,8/28/2002,2.4384,19.0,9:00,2002,8,28
Flathead Mission View Terrace,8/28/2002,3.13944,19.0,12:30,2002,8,28
Lake Five,8/29/2002,2.31648,21.5,12:00,2002,8,29
Lake Five,8/29/2002,2.231136,21.0,14:00,2002,8,29
Skyles,8/29/2002,1.49352,21.0,14:30,2002,8,29
Hanson-Doyle,8/30/2002,1.578864,25.0,16:00,2002,8,30
Whitefish,8/30/2002,3.3528,20.0,14:00,2002,8,30
Whitefish,9/2/2002,2.9718,20.0,14:00,2002,9,2
Swan,9/5/2002,1.95072,17.8,16:40,2002,9,5
LakeoftheWoods,9/6/2002,1.6764,16.0,15:00,2002,9,6
Whitefish,9/8/2002,3.15468,18.0,14:00,2002,9,8
Bailey,9/10/2002,1.514856,21.0,11:30,2002,9,10
Whitefish,9/11/2002,3.16992,20.0,12:30,2002,9,11
Flathead Conrad ,9/13/2002,2.462784,18.0,17:00,2002,9,13
Flathead Somers Bay,9/13/2002,2.22504,17.0,12,2002,9,13
Flathead Mission View Terrace,9/13/2002,2.72796,16.0,10:35,2002,9,13
Swan,9/13/2002,2.07264,18.0,17:30,2002,9,13
Echo,9/14/2002,1.408176,22.0,15:00,2002,9,14
Echo,9/14/2002,1.228344,15.0,16:00,2002,9,14
Whitefish,9/15/2002,3.048,19.0,14:00,2002,9,15
Flathead Somers Bay,9/25/2002,2.01168,15.0,12:30,2002,9,25
Flathead Mission View Terrace,9/25/2002,2.10312,15.0,11:30,2002,9,25
Lake Five,9/28/2002,2.045208,13.3,15:30,2002,9,28
Flathead Conrad ,10/4/2002,2.368296,14.0,14:00,2002,10,4
Whitefish,10/6/2002,3.53568,16.0,14:00,2002,10,6
Swan,10/9/2002,2.22504,13.0,18:00,2002,10,9
